id,name,start_date_local,type,distance,moving_time,elapsed_time,total_elevation_gain,end_latlng
8973560535,Erg Intervals + Weights,2023-04-28T13:47:21Z,Rowing,0.0,3765,3765,0,[]
8968826131,To and From MIT,2023-04-27T15:39:43Z,Ride,5988.6,1108,5771,15.0,"[42.373205004259944, -71.11854680813849]"
8968219504,Erg + Some Weights,2023-04-27T14:11:59Z,Rowing,0.0,2442,2442,0,[]
8963431482,End of Semester,2023-04-26T18:55:02Z,Ride,4822.2,927,1307,34.0,"[42.36076039262116, -71.07127748429775]"
8961119675,Watch Out Charles River,2023-04-26T11:34:51Z,Rowing,0.0,1442,1442,0,[]
8960968589,Pre Exam CNS Activation,2023-04-26T11:10:20Z,WeightTraining,0.0,1344,1344,0,[]
8954355238,Tomyhoi,2023-04-25T08:12:58Z,Ride,48643.1,5400,5400,0,[]
8951406428,Volunteer,2023-04-24T19:42:30Z,Ride,16548.5,1800,1800,0,[]
8945859521,Baxter -2,2023-04-23T18:07:07Z,Ride,11213.0,1260,1260,0,[]
8931658537,Lunch Weight Training,2023-04-21T12:35:45Z,WeightTraining,0.0,1890,1890,0,[]
8930225474,Morning Ride,2023-04-21T08:53:27Z,Ride,1308.4,190,190,10.0,"[42.37329485826194, -71.11831915564835]"
8927626729,Hemenweights + Hemeniptical,2023-04-20T18:29:54Z,WeightTraining,0.0,1261,1261,0,[]
8927529993,Dipping My Toes Back In,2023-04-20T18:02:27Z,Run,4103.1,1068,1292,16.0,"[42.37681341357529, -71.11918014474213]"
8925055886,Morning Ride,2023-04-20T10:22:57Z,Ride,1156.8,187,244,2.0,"[42.364333933219314, -71.11827280372381]"
8922240400,West Vidette -1,2023-04-19T19:53:52Z,Ride,16403.8,1800,1800,0,[]
8915736876,Elliptical? More like ellipsicle ,2023-04-18T17:47:51Z,Elliptical,0.0,3664,3664,0,[]
8915498645,Lifting Next to Macro Prof 😤📈,2023-04-18T17:25:20Z,WeightTraining,0.0,1289,1289,0,[]
8912859479,Morning Ride,2023-04-18T10:22:00Z,Ride,1143.5,251,284,3.0,"[42.36451347358525, -71.11827347427607]"
8909361812,"4 activities in 1 day, sorry",2023-04-17T17:17:08Z,Elliptical,0.0,1912,1912,0,[]
8909237419,Hemenweights,2023-04-17T16:58:26Z,WeightTraining,0.0,973,973,0,[]
8907916545,Post Marathon Spectating,2023-04-17T13:05:28Z,Ride,2713.1,492,577,9.0,"[42.37316175363958, -71.11855862662196]"
8907106391,BB to BM,2023-04-17T10:41:31Z,Ride,2930.4,585,661,12.0,"[42.357533276081085, -71.09290849417448]"
8902182364,Elliptical? More like Hell-iptical,2023-04-16T10:33:50Z,Elliptical,0.0,3966,3966,0,[]
8901668684,Hemenweights,2023-04-16T10:17:22Z,WeightTraining,0.0,866,866,0,[]
8896798062,Xtrain Elliptical,2023-04-15T14:53:29Z,Elliptical,0.0,964,964,0,[]
8896726799,Hemenweights,2023-04-15T14:25:16Z,WeightTraining,0.0,1631,1631,0,[]
8886026270,Post Seminar,2023-04-13T17:19:12Z,Ride,1634.9,322,376,8.0,"[42.36647400073707, -71.10565351322293]"
8885685643,Pre Seminar,2023-04-13T15:38:11Z,Ride,3354.7,614,801,11.0,"[42.36215480603278, -71.0842923168093]"
8883799748,To Class,2023-04-13T10:21:58Z,Ride,1324.6,223,270,2.0,"[42.364311972633004, -71.11826869659126]"
8880779137,"Whoa, Taking it Easy",2023-04-12T18:28:08Z,Run,11299.6,3141,3574,34.0,"[42.36591878347099, -71.1076342407614]"
8871695254,Kenneth C Griffin Graduate Student of Economics,2023-04-11T08:22:38Z,Run,14501.3,3883,4370,32.0,"[42.36608793027699, -71.10775016248226]"
8868470848,Additional Grocery Mileage,2023-04-10T18:07:03Z,Run,611.2,171,193,2.0,[]
8868345914,SPF 50 Slathering,2023-04-10T16:09:11Z,Run,15026.2,3886,5409,40.0,"[42.36562340520322, -71.10716753639281]"
8862663547,Very Much Angry Goose Season,2023-04-09T17:43:56Z,Run,8619.7,2327,2597,17.0,"[42.36591333523393, -71.10764052718878]"
8857454923,Blue Bike from Party,2023-04-09T00:35:38Z,Ride,2531.2,419,445,10.0,"[42.366551449522376, -71.1058379150927]"
8857045050,Blue Bike to Party,2023-04-08T20:49:47Z,Ride,2624.4,451,518,9.0,"[42.38031822256744, -71.12515367567539]"
8856621220,Long Way to Feed a Cat,2023-04-08T16:23:39Z,Run,22131.3,5510,6950,68.0,"[42.36578601412475, -71.10742276534438]"
8850212706,Running Gently,2023-04-07T16:24:02Z,Run,8681.3,2396,2713,43.0,"[42.365872683003545, -71.10745595768094]"
8844972843,Attempt #2,2023-04-06T18:09:26Z,Run,11952.6,3091,4023,28.0,"[42.36594803631306, -71.10756232403219]"
8841993039,Oof,2023-04-06T08:14:24Z,Run,491.8,148,207,1.0,[]
8833806520,Mostly a Slog,2023-04-04T17:47:17Z,Run,14349.6,3896,4301,37.0,"[42.36605951562524, -71.10772032290697]"
8827611046,Enjoying later sunsets,2023-04-03T17:34:03Z,Run,14504.1,3978,4391,50.0,"[42.366119446232915, -71.10784898512065]"
8821111090,Cinematic Run,2023-04-02T12:41:05Z,Run,14291.8,3752,4243,53.0,"[42.365968991070986, -71.10767589882016]"
8815970499,Back to Running,2023-04-01T19:06:58Z,Run,8686.3,2423,2670,22.0,"[42.365917610004544, -71.1075824405998]"
8805642513,Kitumbeine,2023-03-30T18:17:41Z,Ride,30131.1,3600,3600,0,[]
8775245053,Abridged Long Run w/ Stubna and Chase,2023-03-25T09:28:24Z,Run,19914.9,5310,6515,59.0,"[42.36551536247134, -71.10691633075476]"
8771294110,Near Peak Spring Running,2023-03-24T16:46:22Z,Run,14527.1,3808,4121,48.0,"[42.365887351334095, -71.10744724050164]"
8761157814,Recovery,2023-03-22T18:25:38Z,Run,11976.8,3300,3513,27.0,"[42.36586170271039, -71.10747733153403]"
8755522413,Classic Tuesday Evening Long Run,2023-03-21T17:34:30Z,Run,26189.4,6901,9196,82.0,"[42.36590160056949, -71.10757816582918]"
8749544944,Spring Running Endorphins,2023-03-20T18:35:48Z,Run,20201.6,5065,5713,37.0,"[42.365791127085686, -71.10742083750665]"
8743133146,Recovery,2023-03-19T13:18:29Z,Run,11838.8,3282,3527,58.0,"[42.365839406847954, -71.10749702900648]"
8737506760,Shockingly Nice,2023-03-18T16:36:53Z,Run,11867.2,3038,3639,30.0,"[42.36595440655947, -71.10766869038343]"
8732242890,On a Mission to get In-n-Out,2023-03-17T17:20:51Z,Walk,4903.9,3737,3991,19.0,"[36.09541819430888, -115.17458776943386]"
8730384804,CRHT - Day 3,2023-03-17T08:01:41Z,Hike,9565.5,6634,6660,22.0,"[34.07434059306979, -116.03178732097149]"
8730382378,CRHT - Day 2,2023-03-16T08:26:47Z,Hike,28563.2,22641,34263,234.0,"[34.00283558294177, -116.01890626363456]"
8730381218,CRHT - Day 1,2023-03-15T10:59:41Z,Hike,22572.4,18168,24548,839.0,"[33.98222121410072, -116.24128645285964]"
8715631831,Cottonwood/Marble Canyons - Day 2,2023-03-14T07:47:04Z,Hike,23747.2,19320,24489,402.0,"[36.631747763603926, -117.29575484991074]"
8715631046,Cottonwood/Marble Canyons - Day 1,2023-03-13T09:15:16Z,Hike,20488.3,18479,26399,776.0,"[36.51196206919849, -117.37817770801485]"
8697522105,Recovery Run,2023-03-11T11:15:04Z,Run,8629.5,2398,2869,29.0,"[42.36583085730672, -71.10748336650431]"
8692371462,Pferdeäpfel,2023-03-10T11:24:30Z,Run,34120.7,8620,9881,85.0,"[42.366235954687, -71.1080158688128]"
8688866312,Spring Break,2023-03-09T18:27:15Z,Run,16110.7,4468,5331,27.0,"[42.366072507575154, -71.10781202092767]"
8678097440,Ethics of using ChatGPT for Strava titles?,2023-03-07T17:32:21Z,Run,10967.2,3007,3310,50.0,"[42.36595155671239, -71.10761881805956]"
8672147635,Cooldown through the yahd ,2023-03-06T17:25:41Z,Run,1693.7,430,485,2.0,"[42.36621550284326, -71.10798778943717]"
8672109382,Afternoon Weight Training,2023-03-06T17:08:11Z,WeightTraining,0.0,951,951,0,[]
8672037706,Warming up for Weights,2023-03-06T16:02:23Z,Run,12893.6,3503,3773,55.0,"[42.376934280619025, -71.11923018470407]"
8667449586,Mokelumne +1,2023-03-05T17:21:09Z,Ride,55435.6,6180,6180,0,[]
8665648436,Long Run #2 w/ Chase,2023-03-05T09:37:11Z,Run,26293.4,6562,7635,62.0,"[42.36600050702691, -71.1076427064836]"
8659928257,Flurries and Drizzles,2023-03-04T12:57:13Z,Run,8733.2,2418,2679,40.0,"[42.36595616675913, -71.10768134705722]"
8654332534,Fresh Friday,2023-03-03T12:18:40Z,Run,30634.0,7412,8733,67.0,"[42.36610419116914, -71.10782392323017]"
8650321578,Taking it Easy,2023-03-02T18:38:05Z,Run,8720.2,2309,2396,23.0,"[42.365898583084345, -71.10748789273202]"
8644738277,6x1200m w/ Chase,2023-03-01T17:34:19Z,Run,12970.7,3418,4021,40.0,"[42.36599086783826, -71.1076720431447]"
8633517415,Efficient Run,2023-02-27T18:03:21Z,Run,12444.0,3221,3500,41.0,"[42.36608005128801, -71.10774077475071]"
8627444728,Cooldown After Weights,2023-02-26T13:28:32Z,Run,1707.8,425,445,1.0,"[42.36609287559986, -71.10784001648426]"
8627392049,Afternoon Weight Training,2023-02-26T13:08:26Z,WeightTraining,0.0,970,970,0,[]
8627309556,Warming up for Weights,2023-02-26T12:03:06Z,Run,12839.4,3385,3760,41.0,"[42.37702639773488, -71.11931442283094]"
8620875581,Chilly LR w/ Stubna and Chase,2023-02-25T09:29:41Z,Run,29254.5,7603,8180,57.0,"[42.366192704066634, -71.1080087441951]"
8615669573,letting code do its thing,2023-02-24T12:19:02Z,Run,11941.2,3132,3605,65.0,"[42.36593336798251, -71.10764790326357]"
8612000166,West Vidette -1,2023-02-23T17:54:51Z,Ride,16403.0,1800,1800,0,[]
8606677361,Recovery Run,2023-02-22T17:38:38Z,Run,8681.9,2359,2639,12.0,"[42.36600763164461, -71.1077240947634]"
8601124752,54321 Fartlek w/ Chase,2023-02-21T16:35:24Z,Run,13828.7,3485,3760,20.0,"[42.36600050702691, -71.10773566178977]"
8595740011,Mont Gosford -1,2023-02-20T18:02:01Z,Ride,40488.8,4500,4500,0,[]
8593917600,Righteous Weather,2023-02-20T11:23:17Z,Run,20297.1,4980,5897,68.0,"[42.36579523421824, -71.10742905177176]"
8588533278,LR w/ Chase w/ 2.8mi Fast,2023-02-19T09:36:21Z,Run,24521.1,6183,7062,49.0,"[42.36603663302958, -71.1077531799674]"
8582939711,Secured the Package,2023-02-18T12:40:57Z,Run,3141.3,904,1280,18.0,"[42.36588601022959, -71.10758671537042]"
8582363549,Run to REI,2023-02-18T10:28:21Z,Run,3424.6,945,1062,20.0,"[42.34444937668741, -71.10351554118097]"
8578530897,Whorl,2023-02-17T17:38:29Z,Ride,48199.7,5400,5400,0,[]
8573600707,MIT -> Home,2023-02-16T17:05:19Z,Walk,5666.5,4264,4351,5.0,"[42.366126822307706, -71.10783582553267]"
8570754915,Rite of Spring w/ Stubna,2023-02-16T06:38:44Z,Run,19529.0,5009,5809,64.0,"[42.36590436659753, -71.10757917165756]"
8568323721,3x2000m @HMP w/ Chase,2023-02-15T17:33:09Z,Run,14025.0,3601,4212,28.0,"[42.36600545234978, -71.10762409865856]"
8562413622,Better Sunset Run,2023-02-14T16:36:58Z,Run,11923.6,3159,3549,21.0,"[42.365976786240935, -71.10766810365021]"
8556747289,Sunset Run,2023-02-13T16:27:55Z,Run,14506.3,3869,4646,27.0,"[42.36608407460153, -71.107826102525]"
8555502783,Lunch Walk,2023-02-13T12:59:03Z,Walk,2369.4,1670,1670,5.0,"[42.376280911266804, -71.11779444850981]"
8550706810,Attempted Recovery,2023-02-12T12:34:11Z,Run,8702.4,2252,2560,24.0,"[42.366021713241935, -71.10768126323819]"
8543916533,Riding the Gusts,2023-02-11T09:36:34Z,Run,27616.1,6882,7738,102.0,"[42.36611399799585, -71.1077690217644]"
8538462881,Super Warm and Super Windy,2023-02-10T12:08:06Z,Run,11911.1,3104,3325,70.0,"[42.36594719812274, -71.10762694850564]"
8534872699,Jordan,2023-02-09T18:06:01Z,Ride,32824.8,3600,3600,0,[]
8532120220,Sunny Morning,2023-02-09T08:32:43Z,Run,11929.5,2993,3190,27.0,"[42.366006625816226, -71.10769283026457]"
8526201581,Dicks -4,2023-02-08T07:43:25Z,Ride,18884.0,1920,1920,0,[]
8523716869,5x1200m w/ Chase,2023-02-07T17:31:16Z,Run,12971.3,3534,4775,34.0,"[42.365008257329464, -71.10275706276298]"
8517885607,Reco Run,2023-02-06T17:45:50Z,Run,11326.3,3231,3757,32.0,"[42.36602917313576, -71.10771965235472]"
8511748908,Double w/ Bettina,2023-02-05T12:40:38Z,Run,8397.1,2599,2770,19.0,"[41.79152162745595, -87.59310096502304]"
8509893437,"North on Lake, South on Streets",2023-02-05T07:04:41Z,Run,16122.8,4361,4528,29.0,"[41.790265599265695, -87.59323859587312]"
8505696779,Afternoon Skate,2023-02-04T13:41:14Z,IceSkate,5340.1,2146,2603,25.0,"[41.786977, -87.598875]"
8505303630,Hyde Park Stroll,2023-02-04T11:07:06Z,Walk,6595.4,4729,5071,35.0,"[41.790287643671036, -87.5932826846838]"
8503787318,The Chicago Lakefront Experience ™️,2023-02-04T07:04:19Z,Run,16741.8,4503,4691,50.0,"[41.79033508524299, -87.59330741129816]"
8500555310,Chicago w/ Bettina!,2023-02-03T16:56:41Z,Run,8739.6,2706,3001,15.0,"[41.79037431254983, -87.5932068284601]"
8493214576,Norman Clyde -2,2023-02-02T08:50:04Z,Ride,34278.9,3600,3600,0,[]
8490579319,West Vidette -1,2023-02-01T18:49:22Z,Ride,20966.5,2400,2400,0,[]
8485064395,Grassy Ridge -2,2023-01-31T18:22:11Z,Ride,32818.2,3600,3600,0,[]
8479468102,Evening Run,2023-01-30T19:01:20Z,Run,11982.7,3330,3537,31.0,"[42.36612070351839, -71.10777363181114]"
8473098300,Mileage Bump,2023-01-29T12:31:27Z,Run,6862.0,1755,1992,17.0,"[42.36600738018751, -71.10770246945322]"
8468036995,Afternoon -> Evening Long Run,2023-01-28T15:37:04Z,Run,24164.3,6316,6905,47.0,"[42.366058845072985, -71.10778796486557]"
8461518822,Actually Sunny,2023-01-27T12:42:28Z,Run,15956.9,4269,5085,29.0,"[42.36603126861155, -71.10772459767759]"
8457854978,More Darkness,2023-01-26T18:38:49Z,Run,11513.6,3035,3264,50.0,"[42.36603369936347, -71.10774513334036]"
8452389462,Snowy Run w/ Chase + Found Stubna!,2023-01-25T17:31:15Z,Run,11273.6,3105,3524,32.0,"[42.36607586033642, -71.10774940811098]"
8447391433,Grassy Ridge -3,2023-01-24T19:29:20Z,Ride,32650.7,3600,3600,0,[]
8439636642,"Rain, Sleet, Hail, Snow",2023-01-23T11:35:30Z,Run,12495.7,3423,3853,35.0,"[42.365953736007214, -71.10759744420648]"
8434414126,LR w/ Chase and Stubna,2023-01-22T08:57:45Z,Run,22681.6,6163,6823,82.0,"[42.36600620672107, -71.10776122659445]"
8430588219,Afternoon Run,2023-01-21T17:55:51Z,Run,11927.0,3212,3418,30.0,"[42.36603629775345, -71.10777229070663]"
8424569883,Little Run,2023-01-20T17:17:03Z,Run,3822.1,978,1096,11.0,"[42.36602146178484, -71.1077671777457]"
8420403701,Buttertubs +2,2023-01-19T19:16:16Z,Ride,51730.2,5400,5400,0,[]
8413369420,Beech,2023-01-18T12:07:44Z,Ride,43962.0,4860,4860,0,[]
8409432227,Some Hills w/ Chase,2023-01-17T17:32:12Z,Run,14190.0,4140,4910,142.0,"[42.365979636088014, -71.10768453218043]"
8404091499,Volunteer -1,2023-01-16T18:58:48Z,Ride,21175.1,2400,2400,0,[]
8398997571,Glassy -2,2023-01-15T17:59:51Z,Ride,25063.6,2743,2743,0,[]
8396928630,LR w/ Chase,2023-01-15T09:05:00Z,Run,20022.7,5342,5927,74.0,"[42.366202510893345, -71.10789273865521]"
8387413749,Rainy + Fartleky,2023-01-13T17:34:36Z,Run,11888.0,2995,3355,29.0,"[42.36601693555713, -71.10770515166223]"
8381330171,Lunch Break,2023-01-12T13:33:23Z,Run,3732.5,981,1114,10.0,"[42.366110645234585, -71.10791377723217]"
8377385899,Colosseum -2,2023-01-11T17:31:55Z,Ride,33214.3,3600,3600,0,[]
8371884761,4x1200 w/ Chase,2023-01-10T17:32:51Z,Run,11452.3,3056,4150,28.0,"[42.36596924252808, -71.10768654383719]"
8365984810,Tights? More like looses,2023-01-09T16:17:07Z,Run,11973.3,3083,3490,35.0,"[42.36598282121122, -71.10769308172166]"
8361397343,Bike Trainer Date w/ Bettina,2023-01-08T18:00:56Z,Ride,49822.0,5400,5400,0,[]
8360273886,Another Sunny Day,2023-01-08T13:08:06Z,Run,11297.7,2901,3238,21.0,"[42.36604845151305, -71.10775041393936]"
8354473220,Enjoying the Sun,2023-01-07T12:36:14Z,Run,18508.8,4899,5893,44.0,"[42.36599656753242, -71.10773222520947]"
8349602834,Snow!,2023-01-06T17:17:55Z,Run,11850.3,3271,3654,61.0,"[42.36599790863693, -71.10774697735906]"
8344976177,Bald,2023-01-05T19:09:02Z,Ride,33208.2,3600,3600,0,[]
8344687989,Chase and Stubna,2023-01-05T17:30:24Z,Run,12776.3,3568,4268,34.0,"[42.365954825654626, -71.10766500234604]"
8339680837,Taku,2023-01-04T19:01:47Z,Ride,20623.6,2400,2400,0,[]
8332548738,Chilly Rain,2023-01-03T12:52:58Z,Run,3742.4,994,1117,11.0,"[42.366119949147105, -71.10788351856172]"
8325540391,Morning Walk,2023-01-02T08:20:00Z,Walk,2283.7,1657,1725,4.0,"[42.366124391555786, -71.10782627016306]"
8322696142,Stroll w/ Bettina,2023-01-01T14:15:11Z,Walk,9824.5,6854,7051,50.0,"[42.36610544845462, -71.10781780444086]"
8322045750,First Run of 2023,2023-01-01T12:26:47Z,Run,8731.3,2272,2338,27.0,"[42.36602892167866, -71.10775049775839]"
8318091484,Last Run of 2022,2022-12-31T13:31:58Z,Run,13561.3,3618,5347,33.0,"[42.365956250578165, -71.10766273923218]"
8313294457,Keeping it Easy,2022-12-30T16:13:55Z,Run,6850.4,1836,2135,12.0,"[42.365958178415895, -71.10762376338243]"
8309095918,Jog w/ Bettina,2022-12-29T17:00:46Z,Run,6477.4,2106,2447,17.0,"[42.36606538295746, -71.10783942975104]"
8303216840,Shorts Weather!,2022-12-28T11:18:01Z,Run,12275.5,3237,3412,32.0,"[39.87498672679067, -86.14359858445823]"
8299904780,Still Recovering,2022-12-27T17:13:07Z,Run,5625.6,1648,1715,16.0,"[39.87491958774626, -86.14362406544387]"
8295248215,Recovery Run,2022-12-26T17:03:24Z,Run,5779.0,1669,1764,9.0,"[39.87472110427916, -86.14365734159946]"
8290384206,Christmas on the Monon,2022-12-25T11:56:24Z,Run,12497.8,3535,3601,41.0,"[39.8750764131546, -86.14356656558812]"
8286790034,First Crossfit Class,2022-12-24T09:59:46Z,Crossfit,0.0,3646,3646,0,[]
8286870707,To and From Gym,2022-12-24T09:50:55Z,Run,1126.5,325,325,0,[]
8283504931,Second Coldest Run,2022-12-23T15:50:21Z,Run,7293.3,2022,3987,38.0,"[39.87506216391921, -86.143595315516]"
8279978242,Beginning of the Storm,2022-12-22T15:36:19Z,Run,13174.1,3198,3386,30.0,"[39.87505487166345, -86.143584754318]"
8278052940,Monitor -5,2022-12-22T05:48:14Z,Ride,5740.8,600,600,0,[]
8275352021,Bettina and I learn to Nordic ski,2022-12-21T10:14:06Z,NordicSki,10729.5,6785,8340,165.0,"[44.44815393537283, -73.04868059232831]"
8272017707,Getting Better: PM Edition,2022-12-20T13:34:31Z,AlpineSki,19387.1,6001,6458,1470.3,"[44.420985504984856, -72.84906866960227]"
8271209373,Getting Better,2022-12-20T10:17:10Z,AlpineSki,17527.0,6167,6408,1334.5,"[44.42068216390908, -72.84876708872616]"
8268066708,Winooski? More like skinooski,2022-12-19T13:24:12Z,AlpineSki,19039.1,7846,8737,0.0,"[44.42093278281391, -72.84937838092446]"
8267250743,Bettina teaches me how to ski,2022-12-19T10:25:04Z,AlpineSki,9105.2,4239,6249,679.3,"[44.420690797269344, -72.84877999685705]"
8264773366,Winooski? More like Runooski,2022-12-18T16:21:44Z,Run,4964.4,1556,1634,55.0,"[44.490889152511954, -73.18785220384598]"
8263026493,Abney,2022-12-18T07:28:44Z,Ride,22615.0,2523,2523,0,[]
8260760152,Izaak Walton -2,2022-12-17T16:55:31Z,Ride,50025.4,5400,5400,0,[]
8258998799,Run w/ Chris,2022-12-17T08:28:45Z,Run,12907.6,3714,4150,47.0,"[42.366142915561795, -71.1079913098365]"
8256513019,Whorl,2022-12-16T16:17:37Z,Ride,40718.8,4500,4500,0,[]
8255244566,Bettina's Birthday Run + Done with Finals!,2022-12-16T09:19:21Z,Run,7230.1,2300,2484,41.0,"[42.365996735170484, -71.10766600817442]"
8251845690,West Vidette -1,2022-12-15T10:54:37Z,Ride,16297.7,1800,1800,0,[]
8248519470,Tomyhoi,2022-12-14T11:50:59Z,Ride,47704.6,5400,5400,0,[]
8245370184,Harvard Square w/ Markús,2022-12-13T15:31:47Z,Walk,5968.4,4639,5887,15.0,"[42.366079, -71.107766]"
8244084199,Hitchcock,2022-12-13T10:26:33Z,Ride,33994.6,3600,3600,0,[]
8241536196,Berklee -> Home,2022-12-12T17:27:19Z,Walk,3121.7,2225,2331,9.0,"[42.366108, -71.107743]"
8240942062,RMV to Berklee,2022-12-12T13:36:41Z,Walk,3948.0,2987,4201,33.0,"[42.345996, -71.087064]"
8239481042,Sleeping Beauty -4,2022-12-12T07:14:00Z,Ride,23961.1,2700,2700,0,[]
8237125716,Glassy -2,2022-12-11T11:45:34Z,Ride,48990.3,5400,5400,0,[]
8236604846,Sunday? More like Cloudday,2022-12-11T10:40:02Z,Run,6129.6,1908,1965,9.0,"[42.36607812345028, -71.10785686410964]"
8232678991,Beacon -3,2022-12-10T11:48:23Z,Ride,50268.3,5400,5400,0,[]
8229038629,A Bettina Run,2022-12-09T16:42:07Z,Run,6926.8,2104,2431,11.0,"[42.36607879400253, -71.10776801593602]"
8228907131,Volunteer,2022-12-09T16:10:41Z,Ride,12538.9,1360,1360,0,[]
8223807800,Bald -2,2022-12-08T09:41:14Z,Ride,10494.1,1201,1201,0,[]
8223725887,Steamboat +1,2022-12-08T09:22:40Z,Ride,7851.2,911,911,0,[]
8221464749,Recess,2022-12-07T18:16:09Z,Ride,29687.7,3600,3600,0,[]
8220306374,Lunch Break,2022-12-07T12:58:45Z,Run,6889.0,1895,2356,13.0,"[42.36603604629636, -71.10773138701916]"
8217058783,New Watch Who Dis,2022-12-06T17:26:07Z,Run,15697.1,4187,4917,41.0,"[42.36592817120254, -71.10765259712934]"
8214965200,Tunnabora -1,2022-12-06T08:39:54Z,Ride,35254.8,3900,3900,0,[]
8210759453,Late Start,2022-12-05T09:18:00Z,Run,14359.9,3900,4457,25.7,"[42.36617191694677, -71.10782702453434]"
8208769170,Glassy -3,2022-12-04T17:52:35Z,Ride,56093.7,6420,6420,0,[]
8207806270,First Run this Week,2022-12-04T12:28:14Z,Run,14483.3,3872,4198,25.8,"[42.366120954975486, -71.10771252773702]"
8204054435,Mono,2022-12-03T18:36:06Z,Ride,50456.3,5400,5400,0,[]
8199304906,Bald -2,2022-12-02T16:46:16Z,Ride,30414.3,3600,3600,0,[]
8195862481,Ramp Test,2022-12-01T19:40:18Z,Ride,18367.4,2020,2020,0,[]
8191580122,Little Zwift,2022-11-30T19:51:39Z,VirtualRide,13024.7,1219,1238,20.0,"[-11.649990621954203, 166.99249159544706]"
8177509857,Cooldown from Weights,2022-11-27T14:19:03Z,Run,1682.6,436,500,0.0,"[42.36615599133074, -71.10786340199411]"
8177466004,Weights,2022-11-27T13:48:36Z,WeightTraining,0.0,1632,1632,0,[]
8177465358,Long Way to Hemenway,2022-11-27T12:28:42Z,Run,15258.5,4106,4560,34.7,"[42.377015333622694, -71.11927762627602]"
8172194053,Dick Johnson's Farm,2022-11-26T11:32:09Z,Hike,3378.8,3923,5490,120.5,"[44.230126, -72.045601]"
8170929697,Classic Monroe Loop,2022-11-26T07:59:19Z,Run,11363.7,3059,3238,159.0,"[44.262074176222086, -72.05323445610702]"
8166330957,Weights,2022-11-25T08:11:31Z,WeightTraining,1153.2,1335,1335,0,[]
8166329950,Treadmill Warmup (+ 2000 miles on the year),2022-11-25T07:48:48Z,Run,4685.7,1199,1199,0,[]
